taxid	gcode	name	superkingdom	phylum	class	order	family	genus	species
1698258	11	candidate divison MSBL1 archaeon SCGC-AAA833K04	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA833K04
1698257	11	candidate divison MSBL1 archaeon SCGC-AAA833F18	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA833F18
1698276	11	candidate divison MSBL1 archaeon SCGC-AAA261G05	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA261G05
1698279	11	candidate divison MSBL1 archaeon SCGC-AAA382A13	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA382A13
1698281	11	candidate divison MSBL1 archaeon SCGC-AAA382C18	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA382C18
1698284	11	candidate divison MSBL1 archaeon SCGC-AAA382M17	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA382M17
1698286	11	candidate divison MSBL1 archaeon SCGC-AAA385D11	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA385D11
1698287	11	candidate divison MSBL1 archaeon SCGC-AAA385M02	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA385M02
1495144	11	methanogenic archaeon ISO4-H5	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA	methanogenic archaeon ISO4-H5
294671	11	Methanobrevibacter olleyae	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter olleyae
1732021	11	Haloferacaceae archaeon B1-Br10_E2g22	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	NA	Haloferacaceae archaeon B1-Br10_E2g22
1729458	11	Natrialbaceae archaeon B1-Br10_E2g2	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	NA	Natrialbaceae archaeon B1-Br10_E2g2
1729459	11	Natrialbaceae archaeon B1-Br10_E2g27	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	NA	Natrialbaceae archaeon B1-Br10_E2g27
1727667	11	Natrialbaceae archaeon PL-Br10_E2g26	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	NA	Natrialbaceae archaeon PL-Br10_E2g26
1727654	11	Haloferacaceae archaeon PL-Br10_E2g29	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	NA	Haloferacaceae archaeon PL-Br10_E2g29
1727655	11	Halorubrum sp. PL-Br10_E2g5	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum sp. PL-Br10_E2g5
1729451	11	Haloferacaceae archaeon Tc-Br11_E2g18	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	NA	Haloferacaceae archaeon Tc-Br11_E2g18
1729464	11	Natrialbaceae archaeon Tc-Br11_E2g8	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	NA	Natrialbaceae archaeon Tc-Br11_E2g8
1729450	11	Halobacteriaceae archaeon Tc-Br11_E2g27	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA	Halobacteriaceae archaeon Tc-Br11_E2g27
1727653	11	Haloferacaceae archaeon PL-Br10_E2g46	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	NA	Haloferacaceae archaeon PL-Br10_E2g46
1729461	11	Natrialbaceae archaeon Tc-Br11_E2g1	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	NA	Natrialbaceae archaeon Tc-Br11_E2g1
1729462	11	Natrialbaceae archaeon Tc-Br11_E2g14	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	NA	Natrialbaceae archaeon Tc-Br11_E2g14
1729463	11	Natrialbaceae archaeon Tc-Br11_E2g28	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	NA	Natrialbaceae archaeon Tc-Br11_E2g28
488124	11	Methanofollis ethanolicus	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis	Methanofollis ethanolicus
2200	11	Methanoculleus thermophilus	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus thermophilus
1794907	11	Methanohalophilus sp. T328-1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus sp. T328-1
1794908	11	Methanolobus sp. T82-4	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus sp. T82-4
1609559	11	Pyrococcus kukulkanii	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Pyrococcus	Pyrococcus kukulkanii
1706438	11	Arc I group archaeon BMIXfssc0709_Meth_Bin006	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Arc I group archaeon BMIXfssc0709_Meth_Bin006
1706433	11	Arc I group archaeon ADurb1013_Bin02101	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Arc I group archaeon ADurb1013_Bin02101
1706434	11	Arc I group archaeon ADurb1113_Bin01801	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Arc I group archaeon ADurb1113_Bin01801
1706435	11	Arc I group archaeon ADurb1213_Bin02801	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Arc I group archaeon ADurb1213_Bin02801
1706436	11	Arc I group archaeon B03fssc0709_Meth_Bin005	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Arc I group archaeon B03fssc0709_Meth_Bin005
1705564	11	Arc I group archaeon U1lsi0528_Bin089	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Arc I group archaeon U1lsi0528_Bin089
1706437	11	Arc I group archaeon B15fssc0709_Meth_Bin003	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Arc I group archaeon B15fssc0709_Meth_Bin003
1705409	11	Arc I group archaeon U1lsi0528_Bin055	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Arc I group archaeon U1lsi0528_Bin055
53952	11	Thermococcus peptonophilus	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus peptonophilus
1008153	11	Halalkalicoccus paucihalophilus	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus paucihalophilus
1803821	11	Euryarchaeota archaeon SM23-78	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon SM23-78
1803813	11	Theionarchaea archaeon DG-70	Archaea	Euryarchaeota	Theionarchaea	NA	NA	NA	Theionarchaea archaeon DG-70
1803816	11	Thermoplasmatales archaeon SG8-52-1	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon SG8-52-1
1803814	11	Theionarchaea archaeon DG-70-1	Archaea	Euryarchaeota	Theionarchaea	NA	NA	NA	Theionarchaea archaeon DG-70-1
1803817	11	Thermoplasmatales archaeon SG8-52-2	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon SG8-52-2
1803819	11	Thermoplasmatales archaeon SG8-52-4	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon SG8-52-4
1803822	11	Euryarchaeota archaeon SG8-5	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon SG8-5
1803818	11	Thermoplasmatales archaeon SG8-52-3	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon SG8-52-3
1803815	11	Thermoplasmatales archaeon SM1-50	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon SM1-50
528314	11	Methanoculleus horonobensis	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus horonobensis
1674798	11	Methanosarcinales archaeon Methan_01	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA	Methanosarcinales archaeon Methan_01
1674802	11	Methanomicrobiales archaeon Methan_05	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	NA	NA	Methanomicrobiales archaeon Methan_05
1674803	11	Methanomicrobiales archaeon Methan_06	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	NA	NA	Methanomicrobiales archaeon Methan_06
1674799	11	Methanosarcinales archaeon Methan_02	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA	Methanosarcinales archaeon Methan_02
1674800	11	Methanosarcinales archaeon Methan_03	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA	Methanosarcinales archaeon Methan_03
1674801	11	Methanosarcinales archaeon Methan_04	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA	Methanosarcinales archaeon Methan_04
1674804	11	Methanomicrobiales archaeon Methan_07	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	NA	NA	Methanomicrobiales archaeon Methan_07
1679489	11	Haladaptatus sp. R4	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus sp. R4
1811649	11	Marine group II euryarchaeote REDSEA-S03_B6	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S03_B6
1811650	11	Marine group II euryarchaeote REDSEA-S10_B2	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S10_B2
1811652	11	Marine group II euryarchaeote REDSEA-S19_B7N8	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S19_B7N8
1811651	11	Marine group II euryarchaeote REDSEA-S11_B3N4	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S11_B3N4
1811654	11	Marine group II euryarchaeote REDSEA-S29_B8N9	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S29_B8N9
1811653	11	Marine group II euryarchaeote REDSEA-S25_B4N5	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S25_B4N5
1811656	11	Marine group II euryarchaeote REDSEA-S37_B2N9	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S37_B2N9
1811655	11	Marine group II euryarchaeote REDSEA-S30_B12	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S30_B12
1811660	11	Marine group II euryarchaeote REDSEA-S43_B8	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S43_B8
1811658	11	Marine group II euryarchaeote REDSEA-S41_B6	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S41_B6
1811659	11	Marine group II euryarchaeote REDSEA-S42_B7	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S42_B7
1811657	11	Marine group II euryarchaeote REDSEA-S40_B11N13	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine group II euryarchaeote REDSEA-S40_B11N13
55758	11	Methanobrevibacter filiformis	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter filiformis
66851	11	Methanobrevibacter oralis	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter oralis
47311	11	Methanobrevibacter cuticularis	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter cuticularis
49547	11	Methanobrevibacter curvatus	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter curvatus
1712654	11	Thermococcus piezophilus	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus piezophilus
1622207	11	Haloarcula sp. K1	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sp. K1
1650354	11	Caldivirga sp. MU80	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga sp. MU80
1864608	11	Methanohalophilus sp. DAL1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus sp. DAL1
1882735	11	Methanosarcina sp. Ant1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. Ant1
1891280	11	Sulfolobus sp. A20	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus sp. A20
1897478	11	Haladaptatus sp. W1	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus sp. W1
1849365	11	Candidatus Altiarchaeales archaeon WOR_SM1_79	Archaea	Euryarchaeota	NA	Candidatus Altiarchaeales	NA	NA	Candidatus Altiarchaeales archaeon WOR_SM1_79
1849261	11	Candidatus Altiarchaeales archaeon WOR_SM1_SCG	Archaea	Euryarchaeota	NA	Candidatus Altiarchaeales	NA	NA	Candidatus Altiarchaeales archaeon WOR_SM1_SCG
1849364	11	Candidatus Altiarchaeales archaeon WOR_SM1_86-2	Archaea	Euryarchaeota	NA	Candidatus Altiarchaeales	NA	NA	Candidatus Altiarchaeales archaeon WOR_SM1_86-2
1884871	11	Methanohalophilus sp. 2-GBenrich	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus sp. 2-GBenrich
1860100	11	Methanobacterium sp. A39	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. A39
1860098	11	Methanosarcina sp. A14	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. A14
1860099	11	Methanobrevibacter sp. A27	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp. A27
1860157	11	Methanosphaera sp. A6	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp. A6
1860156	11	Methanobrevibacter sp. A54	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp. A54
1561964	11	Methanosphaera sp. WGK6	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera sp. WGK6
1878999	11	Candidatus Altiarchaeales archaeon IMC4	Archaea	Euryarchaeota	NA	Candidatus Altiarchaeales	NA	NA	Candidatus Altiarchaeales archaeon IMC4
867917	11	Vulcanisaeta thermophila	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta thermophila
1838285	11	Candidatus Syntrophoarchaeum caldarius	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	Candidatus Syntrophoarchaeum	Candidatus Syntrophoarchaeum caldarius
1839936	11	Candidatus Syntrophoarchaeum butanivorans	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	Candidatus Syntrophoarchaeum	Candidatus Syntrophoarchaeum butanivorans
1873524	11	Halodesulfurarchaeum formicicum	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum	Halodesulfurarchaeum formicicum
1797976	11	Euryarchaeota archaeon RBG_13_31_8	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_13_31_8
1797977	11	Euryarchaeota archaeon RBG_13_57_23	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_13_57_23
1797978	11	Euryarchaeota archaeon RBG_13_61_15	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_13_61_15
1797979	11	Euryarchaeota archaeon RBG_16_62_10	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_16_62_10
1797980	11	Euryarchaeota archaeon RBG_16_67_27	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_16_67_27
1797981	11	Euryarchaeota archaeon RBG_16_68_12	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_16_68_12
1797982	11	Euryarchaeota archaeon RBG_16_68_13	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_16_68_13
1797983	11	Euryarchaeota archaeon RBG_19FT_COMBO_56_21	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_19FT_COMBO_56_21
1797984	11	Euryarchaeota archaeon RBG_19FT_COMBO_69_17	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon RBG_19FT_COMBO_69_17
667138	11	Thermoplasmatales archaeon I-plasma	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon I-plasma
261391	11	Thermoplasmatales archaeon Gpl	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	NA	Thermoplasmatales archaeon Gpl
1869245	11	Natrialba sp. SSL1	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba sp. SSL1
1803514	11	Candidatus Altiarchaeum sp. CG2_30_32_3053	Archaea	Euryarchaeota	NA	Candidatus Altiarchaeales	NA	Candidatus Altiarchaeum	Candidatus Altiarchaeum sp. CG2_30_32_3053
1888995	11	Marine Group III euryarchaeote CG-Epi1	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote CG-Epi1
1888997	11	Marine Group III euryarchaeote CG-Epi3	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote CG-Epi3
1888998	11	Marine Group III euryarchaeote CG-Epi4	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote CG-Epi4
1889000	11	Marine Group III euryarchaeote CG-Epi6	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote CG-Epi6
1889001	11	Marine Group III euryarchaeote CG-Bathy1	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote CG-Bathy1
1889002	11	Marine Group III euryarchaeote CG-Bathy2	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote CG-Bathy2
1888999	11	Marine Group III euryarchaeote CG-Epi5	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote CG-Epi5
1888996	11	Marine Group III euryarchaeote CG-Epi2	Archaea	Euryarchaeota	NA	NA	NA	NA	Marine Group III euryarchaeote CG-Epi2
523843	11	Methanohalophilus portucalensis FDF-1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus portucalensis
2177	11	Methanohalophilus halophilus	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus halophilus
1918499	11	Methanoculleus sp. EBM-46	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus sp. EBM-46
1918501	11	Methanococcoides sp. EBM-47	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides sp. EBM-47
1903181	11	Euryarchaeota archaeon HMET1	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon HMET1
1805098	11	Crenarchaeota archaeon 13_1_40CM_3_53_5	Archaea	Crenarchaeota	NA	NA	NA	NA	Crenarchaeota archaeon 13_1_40CM_3_53_5
1805097	11	Crenarchaeota archaeon 13_1_40CM_3_52_4	Archaea	Crenarchaeota	NA	NA	NA	NA	Crenarchaeota archaeon 13_1_40CM_3_52_4
1805096	11	Crenarchaeota archaeon 13_1_40CM_3_52_17	Archaea	Crenarchaeota	NA	NA	NA	NA	Crenarchaeota archaeon 13_1_40CM_3_52_17
1805095	11	Crenarchaeota archaeon 13_1_40CM_3_52_10	Archaea	Crenarchaeota	NA	NA	NA	NA	Crenarchaeota archaeon 13_1_40CM_3_52_10
1805092	11	Crenarchaeota archaeon 13_1_40CM_2_52_14	Archaea	Crenarchaeota	NA	NA	NA	NA	Crenarchaeota archaeon 13_1_40CM_2_52_14
1805139	11	Euryarchaeota archaeon 13_1_20CM_4_64_14	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon 13_1_20CM_4_64_14
1805135	11	Euryarchaeota archaeon 13_1_20CM_2_64_92	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon 13_1_20CM_2_64_92
1805094	11	Crenarchaeota archaeon 13_1_20CM_2_53_14	Archaea	Crenarchaeota	NA	NA	NA	NA	Crenarchaeota archaeon 13_1_20CM_2_53_14
1805093	11	Crenarchaeota archaeon 13_1_20CM_2_51_8	Archaea	Crenarchaeota	NA	NA	NA	NA	Crenarchaeota archaeon 13_1_20CM_2_51_8
1930022	11	Methanocorpusculaceae archaeon Phil4	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	NA	Methanocorpusculaceae archaeon Phil4
1906246	11	Natronomonas sp. CBA1134	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas sp. CBA1134
301967	11	Haloterrigena saccharevitans	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena saccharevitans
588898	11	Haloterrigena daqingensis	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena daqingensis
1932360	11	Halorientalis sp. IM1011	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorientalis	Halorientalis sp. IM1011
1935054	11	Methanothermococcus sp. JdFR-03	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus sp. JdFR-03
1935003	11	Thermococcus sp. JdFR-02	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. JdFR-02
1935141	11	Methanopyri archaeon JdFR-15	Archaea	Euryarchaeota	Methanopyri	NA	NA	NA	Methanopyri archaeon JdFR-15
1934979	11	Archaeoglobus sp. JdFR-22	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-22
1935127	11	Candidatus Hydrothermarchaeota archaeon JdFR-16	Archaea	Euryarchaeota	NA	NA	NA	NA	Candidatus Hydrothermarchaeota archaeon JdFR-16
1935140	11	Methanomicrobia archaeon JdFR-19	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Methanomicrobia archaeon JdFR-19
1934983	11	Archaeoglobus sp. JdFR-26	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-26
1934980	11	Archaeoglobus sp. JdFR-23	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-23
1934988	11	Archaeoglobus sp. JdFR-31	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-31
1934987	11	Archaeoglobus sp. JdFR-30	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-30
1934989	11	Archaeoglobus sp. JdFR-32	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-32
1934990	11	Archaeoglobus sp. JdFR-33	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-33
1934994	11	Archaeoglobus sp. JdFR-37	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-37
1934993	11	Archaeoglobus sp. JdFR-36	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-36
1934997	11	Archaeoglobus sp. JdFR-40	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-40
1934998	11	Archaeoglobus sp. JdFR-41	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-41
1934996	11	Archaeoglobus sp. JdFR-39	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-39
1935016	11	Archaeoglobi archaeon JdFR-42	Archaea	Euryarchaeota	Archaeoglobi	NA	NA	NA	Archaeoglobi archaeon JdFR-42
1935017	11	Aciduliprofundum sp. JdFR-44	Archaea	Euryarchaeota	NA	NA	NA	Aciduliprofundum	Aciduliprofundum sp. JdFR-44
1935132	11	Crenarchaeota archaeon JdFR-12	Archaea	Crenarchaeota	NA	NA	NA	NA	Crenarchaeota archaeon JdFR-12
1935128	11	Candidatus Hydrothermarchaeota archaeon JdFR-17	Archaea	Euryarchaeota	NA	NA	NA	NA	Candidatus Hydrothermarchaeota archaeon JdFR-17
1935129	11	Candidatus Hydrothermarchaeota archaeon JdFR-18	Archaea	Euryarchaeota	NA	NA	NA	NA	Candidatus Hydrothermarchaeota archaeon JdFR-18
1935138	11	Euryarchaeota archaeon JdFR-20	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon JdFR-20
1935139	11	Euryarchaeota archaeon JdFR-21	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon JdFR-21
1934982	11	Archaeoglobus sp. JdFR-25	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-25
1934981	11	Archaeoglobus sp. JdFR-24	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-24
1934984	11	Archaeoglobus sp. JdFR-27	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-27
1934985	11	Archaeoglobus sp. JdFR-28	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-28
1934986	11	Archaeoglobus sp. JdFR-29	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-29
1934991	11	Archaeoglobus sp. JdFR-34	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp. JdFR-34
