taxid	gcode	name	superkingdom	phylum	class	order	family	genus	species
2173	11	Methanobrevibacter smithii	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii
1592728	11	Haloarcula sp. CBA1115	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sp. CBA1115
866790	11	Methanothermobacter sp. CaT2	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter sp. CaT2
1293648	11	Acidiplasma sp. MBA-1	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma sp. MBA-1
1609231	11	Vulcanisaeta sp. AZ3	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. AZ3
1609232	11	Thermoproteus sp. AZ2	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp. AZ2
588319	11	Palaeococcus ferrophilus DSM 13482	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	Palaeococcus ferrophilus
2287	11	Sulfolobus solfataricus	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus solfataricus
523844	11	Methanosarcina thermophila TM-1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina thermophila
1434123	11	Methanosarcina vacuolata Z-761	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina vacuolata
1434121	11	Methanosarcina thermophila CHTI-55	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina thermophila
1434099	11	Methanosarcina sp. Kolksee	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. Kolksee
1434103	11	Methanosarcina sp. WWM596	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. WWM596
1434109	11	Methanosarcina barkeri str. Wiesmoor	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
1434102	11	Methanosarcina sp. WH1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. WH1
1434108	11	Methanosarcina barkeri MS	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
1434100	11	Methanosarcina sp. MTP4	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. MTP4
1434106	11	Methanosarcina barkeri 227	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
1434120	11	Methanosarcina siciliae T4/M	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae
1434119	11	Methanosarcina siciliae HI350	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae
1434118	11	Methanosarcina siciliae C2J	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae
1434117	11	Methanosarcina mazei WWM610	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
1434115	11	Methanosarcina mazei SarPi	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
213585	11	Methanosarcina mazei S-6	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
1434114	11	Methanosarcina mazei LYC	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
1434113	11	Methanosarcina mazei C16	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
1434111	11	Methanosarcina lacustris Z-7289	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina lacustris
1434110	11	Methanosarcina horonobensis HB-1 = JCM 15518	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina horonobensis
1434107	11	Methanosarcina barkeri 3	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
1434104	11	Methanococcoides methylutens MM1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	Methanococcoides methylutens
2209	11	Methanosarcina mazei	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
1483602	11	Methanosarcina sp. 1.H.T.1A.1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 1.H.T.1A.1
1483600	11	Methanosarcina sp. 2.H.A.1B.4	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 2.H.A.1B.4
1483596	11	Methanosarcina sp. 2.H.T.1A.15	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 2.H.T.1A.15
1483597	11	Methanosarcina sp. 2.H.T.1A.3	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 2.H.T.1A.3
1483599	11	Methanosarcina sp. 2.H.T.1A.6	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 2.H.T.1A.6
1483598	11	Methanosarcina sp. 2.H.T.1A.8	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 2.H.T.1A.8
1483601	11	Methanosarcina sp. 1.H.A.2.2	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 1.H.A.2.2
1550241	11	Thermofilum uzonense	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum	Thermofilum uzonense
113653	11	Geoglobus ahangari	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	Geoglobus ahangari
675631	11	Desulfurococcus mucosus DSM 2161	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus mucosus
1604004	11	Halanaeroarchaeum sulfurireducens	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	Halanaeroarchaeum	Halanaeroarchaeum sulfurireducens
1550566	11	Methanoculleus sediminis	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus sediminis
796385	11	Methanosarcina barkeri CM1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
1227555	11	Pyrobaculum sp. WP30	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum sp. WP30
35746	11	Haloferax gibbonsii	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax gibbonsii
1705562	11	Haloarcula rubripromontorii	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula rubripromontorii
1765655	11	Halorubrum tropicale	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum tropicale
1480675	11	Halolamina sediminis	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halolamina	Halolamina sediminis
1715806	11	Methanosarcina flavescens	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina flavescens
699431	11	Halolamina pelagica	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halolamina	Halolamina pelagica
1293036	11	Metallosphaera hakonensis JCM 8857	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera hakonensis
1293037	11	Thermococcus celer JCM 8558	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus celer
1293038	11	Methanosarcina mazei JCM 9314	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei
1293039	11	Methanobrevibacter arboriphilus JCM 9315	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter arboriphilus
523851	11	Thermococcus peptonophilus JCM 9653	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus peptonophilus
1293040	11	Thermocladium modestius JCM 10088	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermocladium	Thermocladium modestius
1293041	11	Methanogenium cariaci JCM 10550	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Methanogenium cariaci
1293042	11	Methanoculleus chikugoensis JCM 10825	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus chikugoensis
1293043	11	Vulcanisaeta distributa JCM 11216	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa
1293044	11	Vulcanisaeta distributa JCM 11217	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa
1293586	11	Vulcanisaeta souniana JCM 11219	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta souniana
523847	11	Sulfolobus metallicus DSM 6482 = JCM 9184	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus metallicus
1294262	11	Sulfolobus sp. JCM 16833	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus sp. JCM 16833
1295120	11	Thermogymnomonas acidicola JCM 13583	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	NA	Thermogymnomonas	Thermogymnomonas acidicola
1295123	11	Vulcanisaeta distributa JCM 11213	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa
1295124	11	Vulcanisaeta distributa JCM 11215	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa
1295125	11	Thermococcus sp. JCM 11816	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. JCM 11816
1295126	11	Natronolimnobius baerhuensis JCM 12253	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronolimnobius	Natronolimnobius baerhuensis
1295373	11	Acidiplasma cupricumulans JCM 13668	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma cupricumulans
1295370	11	Vulcanisaeta sp. JCM 14467	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. JCM 14467
1295371	11	Vulcanisaeta sp. JCM 16159	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. JCM 16159
1295372	11	Vulcanisaeta sp. JCM 16161	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. JCM 16161
1298606	11	Methanosarcina barkeri JCM 10043	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri
1300163	11	Methanobacterium formicicum JCM 10132	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum
1300164	11	Methanobrevibacter arboriphilus JCM 13429 = DSM 1125	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter arboriphilus
1719120	11	Candidatus Methanoperedens sp. BLZ1	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Candidatus Methanoperedenaceae	Candidatus Methanoperedens	Candidatus Methanoperedens sp. BLZ1
1591054	11	Thermococcus sp. EP1	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. EP1
507754	11	Acidiplasma aeolicum	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma aeolicum
1653396	11	Methanosarcina sp. 795	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 795
312540	11	Acidiplasma cupricumulans	Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma	Acidiplasma cupricumulans
1735327	11	Methanolinea sp. SDB	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanolinea	Methanolinea sp. SDB
1735326	11	Methanoculleus sp. SDB	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus sp. SDB
1735328	11	Methanosaeta sp. SDB	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Methanosaeta sp. SDB
1273541	11	Pyrodictium delaneyi	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium delaneyi
277988	11	Thermococcus thioreducens	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus thioreducens
1713725	11	Methanomassiliicoccales archaeon RumEn M2	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	NA	NA	Methanomassiliicoccales archaeon RumEn M2
1713724	11	Methanomassiliicoccales archaeon RumEn M1	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	NA	NA	Methanomassiliicoccales archaeon RumEn M1
55802	11	Thermococcus barophilus	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus barophilus
1708091	11	Halopenitus sp. DYS4	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halopenitus	Halopenitus sp. DYS4
2309	11	Pyrodictium occultum	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium	Pyrodictium occultum
1544718	11	Haloferax sp. SB29	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax sp. SB29
1544719	11	Haloferax sp. SB3	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax sp. SB3
1514971	11	Haloprofundus marisrubri	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloprofundus	Haloprofundus marisrubri
230361	11	Methanobrevibacter millerae	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter millerae
1769296	11	Candidatus Methanomethylophilus sp. 1R26	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Candidatus Methanomethylophilus	Candidatus Methanomethylophilus sp. 1R26
2285	11	Sulfolobus acidocaldarius	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius
940295	11	Ignicoccus islandicus DSM 13165	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus	Ignicoccus islandicus
1526048	11	Haloferax sp. Q22	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax sp. Q22
62320	11	Haloterrigena turkmenica	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena turkmenica
227598	11	Thermococcus celericrescens	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus celericrescens
1674923	11	Thermococcus sp. 2319x1	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. 2319x1
1765057	11	Halobacterium sp. CBA1132	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium sp. CBA1132
1765056	11	Haloarcula sp. CBA1128	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sp. CBA1128
1765055	11	Haloarcula sp. CBA1127	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula sp. CBA1127
1407499	11	Halobacterium hubeiense	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium hubeiense
1635283	11	Thermococcales archaeon 44_46	Archaea	Euryarchaeota	Thermococci	Thermococcales	NA	NA	Thermococcales archaeon 44_46
1635284	11	Methanobacteriaceae archaeon 41_258	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	NA	Methanobacteriaceae archaeon 41_258
1635285	11	Euryarchaeota archaeon 55_53	Archaea	Euryarchaeota	NA	NA	NA	NA	Euryarchaeota archaeon 55_53
172049	11	Thermococcus sibiricus	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sibiricus
1641381	11	Thermococcus sp. 40_45	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. 40_45
1635287	11	Methanosarcinales archeaon 56_1174	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA	Methanosarcinales archeaon 56_1174
1641382	11	Methanocalculus sp. 52_23	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocalculaceae	Methanocalculus	Methanocalculus sp. 52_23
301375	11	Methanosaeta harundinacea	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Methanosaeta harundinacea
2198	11	Methanoculleus marisnigri	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus marisnigri
1641394	11	Methanomicrobiales archaeon 53_19	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	NA	NA	Methanomicrobiales archaeon 53_19
2234	11	Archaeoglobus fulgidus	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus
1641383	11	Methanobacterium sp. 42_16	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium sp. 42_16
1671627	11	Methanosarcina sp. DTU009	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. DTU009
1671625	11	Methanoculleus sp. DTU006	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus sp. DTU006
1671626	11	Methanoculleus sp. DTU007	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus sp. DTU007
1675034	11	Methanomicrobia archaeon DTU008	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA	Methanomicrobia archaeon DTU008
1775754	11	Hadesarchaea archaeon DG-33	Archaea	Euryarchaeota	Hadesarchaea	NA	NA	NA	Hadesarchaea archaeon DG-33
1775755	11	Hadesarchaea archaeon DG-33-1	Archaea	Euryarchaeota	Hadesarchaea	NA	NA	NA	Hadesarchaea archaeon DG-33-1
1776334	11	Hadesarchaea archaeon YNP_45	Archaea	Euryarchaeota	Hadesarchaea	NA	NA	NA	Hadesarchaea archaeon YNP_45
1776333	11	Hadesarchaea archaeon YNP_N21	Archaea	Euryarchaeota	Hadesarchaea	NA	NA	NA	Hadesarchaea archaeon YNP_N21
1714255	11	Caldivirga sp. CIS_19	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga sp. CIS_19
1714254	11	Caldivirga sp. JCHS_4	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga sp. JCHS_4
1714259	11	Pyrobaculum sp. OCT_11	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum sp. OCT_11
1714260	11	Pyrobaculum sp. JCHS_4	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum sp. JCHS_4
1714252	11	Vulcanisaeta sp. OSP_8	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. OSP_8
1714261	11	Thermocladium sp. ECH_B	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermocladium	Thermocladium sp. ECH_B
1714258	11	Thermoproteus sp. JCHS_4	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp. JCHS_4
1714257	11	Thermoproteus sp. CIS_19	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus sp. CIS_19
1714253	11	Vulcanisaeta sp. JCHS_4	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. JCHS_4
1714256	11	Caldivirga sp. MG_3	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga sp. MG_3
1714251	11	Vulcanisaeta sp. CIS_19	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. CIS_19
1714250	11	Vulcanisaeta sp. MG_3	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta sp. MG_3
1758255	11	Halorubrum sp. SAH-A6	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum sp. SAH-A6
1609968	11	Methanobrevibacter sp. YE315	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp. YE315
1698259	11	candidate divison MSBL1 archaeon SCGC-AAA259A05	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259A05
1698261	11	candidate divison MSBL1 archaeon SCGC-AAA259D14	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259D14
1698263	11	candidate divison MSBL1 archaeon SCGC-AAA259E17	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259E17
1698265	11	candidate divison MSBL1 archaeon SCGC-AAA259E22	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259E22
1698266	11	candidate divison MSBL1 archaeon SCGC-AAA259I07	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259I07
1698267	11	candidate divison MSBL1 archaeon SCGC-AAA259I09	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259I09
1698268	11	candidate divison MSBL1 archaeon SCGC-AAA259I14	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259I14
1698260	11	candidate divison MSBL1 archaeon SCGC-AAA259B11	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259B11
1698269	11	candidate divison MSBL1 archaeon SCGC-AAA259J03	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259J03
1698262	11	candidate divison MSBL1 archaeon SCGC-AAA259D18	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259D18
1698264	11	candidate divison MSBL1 archaeon SCGC-AAA259E19	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259E19
1698270	11	candidate divison MSBL1 archaeon SCGC-AAA259M10	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259M10
1698272	11	candidate divison MSBL1 archaeon SCGC-AAA261C02	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA261C02
1698271	11	candidate divison MSBL1 archaeon SCGC-AAA259O05	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA259O05
1698273	11	candidate divison MSBL1 archaeon SCGC-AAA261D19	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA261D19
1698274	11	candidate divison MSBL1 archaeon SCGC-AAA261F17	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA261F17
1698275	11	candidate divison MSBL1 archaeon SCGC-AAA261F19	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA261F19
1698277	11	candidate divison MSBL1 archaeon SCGC-AAA261O19	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA261O19
1698278	11	candidate divison MSBL1 archaeon SCGC-AAA382A03	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA382A03
1698280	11	candidate divison MSBL1 archaeon SCGC-AAA382A20	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA382A20
1698282	11	candidate divison MSBL1 archaeon SCGC-AAA382F02	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA382F02
1698283	11	candidate divison MSBL1 archaeon SCGC-AAA382K21	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA382K21
1698285	11	candidate divison MSBL1 archaeon SCGC-AAA382N08	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA382N08
1698288	11	candidate divison MSBL1 archaeon SCGC-AAA385M11	Archaea	Euryarchaeota	NA	NA	NA	NA	candidate divison MSBL1 archaeon SCGC-AAA385M11
